,name,rating,reviews,domain,location,years_old,employee_strength,tags,about
232,Hindalco Industrie...,4.3,(971),Public,Mumbai + 48 more,62 years old,10000+ employees,"Manufacturing, Metals & Mining, Fortune500, Forbes Global 2000, Public, Mumbai","Hindalco Industries Limited, metals flagship company of the Aditya Birla Group, is the industry leader in aluminium and copper. With a consolidated turnover of US$18.7 billion, Hindalco is the world’s largest aluminium rolling company and one of Asia’s biggest producers of primary aluminium. Its state-of-art copper facility comprises a world-class copper smelter and a fertiliser plant along with a captive jetty. The copper smelter is among the world’s largest custom smelters at a single location.In India, the company’s aluminium units across the country encompass the gamut of operations from bauxite mining, alumina refining, coal mining, captive power plants and aluminium smelting to downstream rolling, extrusions and foils. Today, Hindalco ranks among the global aluminium majors as an integrated producer and a footprint in 10 countries outside India.

The Birla Copper unit produces copper cathodes and continuous cast copper rods, along with other by-products, including gold, silver, and DAP fertilisers. It is India’s largest private producer of gold.

Hindalco has been accorded Star Trading House status in India. Its aluminium is accepted for delivery under the High-Grade Aluminium Contract on the London Metal Exchange (LME), while its copper quality is also registered on the LME with Grade A accreditation."
233,Lifestyle,4.3,(967),Private,Bangalore + 62 more,21 years old,10000+ employees,"Retail, Textile & Apparel","Lifestyle is India's premier fashion destination for the latest trends and hottest styles. Lifestyle is India's leading fashion destination for the latest trends. Part of Dubai based retail and hospitality conglomerate - The Landmark Group, Lifestyle brings multiple categories including men, women and kids’ apparel, footwear, handbags, fashion accessories and beauty under the convenience of a single roof. Lifestyle provides seamless and hassle-free shopping, offering leading national and international brands along with the convenience of a true omni-channel experience with its online store lifestylestores.com. The company is recipient of numerous awards and accolades, including Most Admired Fashion Retail Destination of the Year at Images Fashion Awards for 5 consecutive years; No. 1 India’s Best Company to Work for in the retail industry for 2 consecutive years and Top 10 Best companies to Work for in India in 2015 - Great Places to Work Institute®. Currently, Lifestyle is present across 77 stores, 44 cities and delivers to over 26000 pin codes. Lifestyle is a true omni-channel player with its online store lifestylestores.com where customers can shop from the convenience of their home."
234,Aircel,4.3,(963),Private,Mumbai + 103 more,21 years old,5001-10000 employees,"Telecom / ISP, Mumbai","Aircel is India’s fifth largest and fastest growing GSM mobile service provider with a subscriber base of 65.1 million. Aircel is a pan India operator with a presence across 23 circles. The company offers voice & data services ranging from postpaid and prepaid plans, 2G and 3G services, Broadband Wireless Access (BWA), Long Term Evolution (LTE) to Value-Added-Services (VAS). In addition to providing premium internet access solutions to facilitate data intensive live streaming applications, the company has also paved the way to be amongst the first to offer 3G and 4G LTE services to customers.
Aircel successfully bid for 3G licenses/ spectrum in 13 states, (Andhra Pradesh, Karnataka, Tamil Nadu, Kolkata, Kerala, Punjab, Uttar Pradesh (East), West Bengal, Jammu & Kashmir, Bihar, Orissa, Assam and North East), with BWA licenses/ spectrum also obtained in 8 of these states. Aircel’s 3G rollout has been the fastest roll out ever in the Indian Telecom Space. Aircel Is optimistic about the data bundling in its key markets. Tamil Nadu, being the strongest circle with spectrum in 900MHz, 3G and BWA and in incumbent circles where the company is strong in voice, will now start adding data bundles."
235,Amdocs,3.9,(958),Private,Chesterfield + 7 more,38 years old,10000+ employees,"Logistics / Shipping, MNC, Forbes Global 2000","Amdocs is a leading software and services provider to communications and media companies of all sizes, accelerating the industry’s dynamic and continuous digital transformation.
With a rich set of innovative solutions, long-term business relationships with 350 communications and media providers, and technology and distribution ties to 600 content creators, Amdocs delivers business improvements to drive growth. Amdocs and its 25,000 employees serve customers in over 85 countries. Listed on the NASDAQ Global Select Market, Amdocs had revenue of $4.0 billion in fiscal 2018"
236,Ceat Tyres,4.3,(948),Public,Mumbai + 66 more,62 years old,10000+ employees,"Automobile, Industrial Equipment / Machinery, Manufacturing, Fortune500, Public, Mumbai","Mumbai head-quartered CEAT, the flagship company of the Rs 22,000-crore RPG Enterprises, was established in 1958. Today, CEAT is one of India’s leading tyre manufacturers and has strong presence in global markets. CEAT produces over 15 million tyres a year and offers the widest range of tyres to all segments and manufactures world-class radials for: heavy-duty trucks and buses, light commercial vehicles, earthmovers, forklifts, tractors, trailers, cars, motorcycles and scooters as well as auto-rickshaws."
237,PNB MetLife,3.7,(948),Private,Mumbai + 158 more,19 years old,10000+ employees,"Banking / Insurance / Accounting, Financial Services, Mumbai","PNB MetLife India Insurance Company Limited (PNB MetLife) is one of the leading life insurance companies in India. PNB MetLife  has as its shareholders MetLife International Holdings LLC (MIHL), Punjab National Bank Limited (PNB), Jammu & Kashmir Bank Limited (JKB), M. Pallonji and Company Private Limited and other private investors, MIHL and PNB being the majority shareholders. PNB MetLife has been present in India since 2001.
PNB MetLife brings together the financial strength of a leading global life insurance provider, MetLife, Inc., and the credibility and reliability of PNB, one of India's oldest and leading nationalised banks. The vast distribution reach of PNB together with the global insurance expertise and product range of MetLife makes PNB MetLife a strong and trusted insurance provider."
238,Vishal Mega Mart,3.9,(944),Private,Gurugram + 154 more,34 years old,5001-10000 employees,"Retail, Textile & Apparel","Vishal Mega Mart, one of the pioneers of retailing in India, is represented through its 322 brick and mortar stores across the length and breadth of the country. We strive to make the aspirations of our customers affordable. Having said that we do everything that can take us nearer to our goal. Our proposition -best price, best assortment and best quality makes us unique among the millions of our customers who give us a chance to service them daily. While our stores house groceries, FMCG, fashion, household, electronics among other categories, we are currently online with fashion apparel only catering to men, women & kids Fashion. Our assortments online include Jeans, t-shirts, tops, casual shirts, formal shirts, trousers, ethnic wear, active wear and many more.

At myvishal.com, we encourage you to indulge yourself more on online shopping with your choices of fashion assortment for all ages. What set us apart and unique is the right pricing with no compromise in quality in its products and services. With the most friendly return policy, you can visit any of our stores across India and return your order if you are not satisfied with them.

Vishal is sharply focused at the needs of consumers in Apparel, General Merchandise, Grocery and Personal Care in Tier-1, Tier-2 and Tier-3 cities and towns and is dedicated to offer the best value and choice to its millions of customers."
239,Dilip Buildcon,4.1,(943),Public,Bhopal + 93 more,32 years old,10000+ employees,"Engineering & Construction, Fortune500, Public, Bhopal","From humble beginnings in 1987 to a road focused EPC leader in 2017, DBL’s journey is characterized by hard work, respect for relationships, and a drive to excel in anything they take up. They have upheld the tradition of giving their best to all projects since conception. DBL’s value-centric delivery, execution process and commitment to innovation have set the stage for the next phase of growth."
240,RBL Bank,3.8,(943),Public,Mumbai + 136 more,77 years old,10000+ employees,"Banking / Insurance / Accounting, Fortune500, Public, Mumbai","RBL Bank is one of India's fastest growing private sector banks with an expanding presence across the country. The Bank offers specialized services under six business verticals namely: Corporate & Institutional Banking, Commercial Banking, Branch & Business Banking, Agri Business Banking, Development Banking and Financial Inclusion, Treasury and Financial Markets Operations. It currently services over 6.9 million customers through a network of 332 Branches, 1,013 Business Correspondent Branches (of which 228 banking outlets) and 376 ATMs spread across 23 Indian States and Union Territories."
241,GlobalLogic,3.8,(929),Private,San Jose + 14 more,20 years old,10000+ employees,"Computer Software, IT / ITES, Engineering & Construction","GlobalLogic is a full-lifecycle product development services leader that combines chip-to-cloud software engineering expertise and vertical industry experience to help our customers design, build, and deliver their next generation products and digital experiences. We expertly integrate design, complex engineering, and agile delivery capabilities to produce superior business outcomes for global brands. Headquartered in Silicon Valley, GlobalLogic operates design studios and engineering centers around the world, extending the benefits of our true global presence to customers in the telecom, automotive, healthcare, technology, media and entertainment, manufacturing, and semiconductor industries."
242,Nestle,4.2,(926),Public,Vevey + 122 more,154 years old,10000+ employees,"Food Processing, Manufacturing, Retail, MNC, Fortune500, Forbes Global 2000, Public","As the world’s largest food and beverage company we are driven by a simple aim: enhancing quality of life and contributing to a healthier future. To deliver on this, we serve with passion, with a spirit of excellence, offering products and services for all stages of life, every moment of the day, helping people care for themselves and their families. Our culture is based on our values rooted in respect: respect for ourselves, respect for others, respect for diversity and respect for the future.

We can trace our origin back to 1866, when the first European condensed milk factory was opened in Cham, Switzerland, by the Anglo-Swiss Condensed Milk Company. One year later, Henri Nestlé, a trained pharmacist, launched one of the world’s first prepared infant cereals ‘Farine lactée’ in Vevey, Switzerland.

Today, we employ around 328,000 people and have factories or operations in almost every country in the world. With our headquarters still based in the Swiss town of Vevey, we had sales of CHF 89.5 billion in 2016."
243,Indiabulls,3.8,(924),Public,Mumbai + 121 more,20 years old,10000+ employees,"Financial Services, Conglomerate, Public, Mumbai","The Indiabulls Group is a diversified financial services group with interests in housing finance, consumer finance and personal wealth. The Group also has a presence in Real Estate, Pharmaceuticals, Lighting and Infrastructure & Construction Equipment Leasing. The group has a net worth of more than ₹ 75,838 Cr. (as on 31st March, 2018).

The Group emphasizes a strong focus on technology and customer-centricity, ensuring that all its companies are in line with the Group principle of – On For Tomorrow. All its products and offerings are designed and created to ensure that convenience and simplicity is the primary experience for customers. In addition to providing customers with superior experiences, the Group’s companies adhere to strong standards, ensuring that all efforts are made in a feasible and sustainable push for long term profitability.

Amongst its leading companies, the Group’s flagship company, Indiabulls Housing Finance, is a Nifty 50 company and has been rated AAA by leading rating agencies. Indiabulls Consumer Finance, a subsidiary of Indiabulls Ventures, is a leading personal finance company – a pioneer in digital end to end personal loan fulfilment with Indiabulls Dhani. Indiabulls Real Estate is a premium real estate developer engaged in building quality landmark projects. All the Group’s companies are run independently and are listed in the Bombay Stock Exchange and the National Stock Exchange."
244,Videocon d2h,3.8,(923),Public,Mumbai + 124 more,11 years old,5001-10000 employees,"Manufacturing, Electronics, Conglomerate, Public, Mumbai","d2h, has won the hearts of millions over the years with its quality services that are constantly revolutionizing the entertainment industry. Since the last 4 years, d2h has continuously been India's Fastest Growing DTH brand. It has a gross subscriber base of 19 million.

Enhancing entertainment and TV viewing for our customers has always been a priority for d2h. This made us come up with some of the best technological innovations like India's first 4K Ultra HD Channel, Wireless DTH Headphones, Radio Frequency DTH Remote and a 1000 GB HD DVR, constantly redefining the TV viewing experience.

d2h has prided itself in presenting its subscribers with a robust line-up of 650 channels and services, including 61 Asli HD Channels & services and a host of regional channels. d2h has launched d2h stream Set top Box (Connected Set top box) which converts your existing normal TV into a Smart TV. The Connected set top box allows one to browse content from Facebook, Twitter, Daily Motion, video on demand sites, news sites, weather sites, etc through applications residing on STB. Powered by the MPEG-4 and DVB-S2 technology, d2h transforms your TV into a hub of entertainment and knowledge."
245,PVR Cinemas,4.2,(921),Public,Gurgaon + 69 more,23 years old,10000+ employees,"Media & Entertainment / Publishing, Fortune500, Public, Gurgaon","PVR Ltd. is the largest and the most premium film exhibition company in India. Since its inception in 1997, the brand has redefined the cinema industry and the way people watch movies in the country. The company acquired Cinemax in 2012 and had taken over DT Cinemas in the year 2016 serving 100 million + patrons annually. Currently PVR operates a cinema circuit of 800 Screens at 170 Properties in 69 Cities (21 states & UTs).

PVR offers a grand collection of cinema formats. From its Mainstream to Gold Class Cinemas, Director’s Cut to the latest sub brands - PVR ICON and PVR Superplex, the company has made exceptional technology like the IMAX®, 4DX and ECX (Enhanced Cinema Experience) accessible to its audience. VR’s recent addition has been P[XL] – India’s first premium extra-large home grown big screen format for a truly enigmatic movie watching experience.

PVR Ltd, the integrated ‘film and retail brand’ has PVR Cinemas as its major subsidiary. Its other two subsidiaries are PVR Leisure and PVR Pictures. PVR Pictures has been a prolific distributor of non-studio/ independent international films in India since 2002. With over 350+ Hollywood, 175+ Hindi, 75+ regional films across genres being released under this banner over more than a decade, PVR Pictures has the highest box office shares of independent foreign language films in the country. The arm has been instrumental in recognizing the gap with respect to the demand and supply of discerning cinema and has consistently released around 30-40 films per year."
246,Kotak Mahindara Li...,3.9,(921),,Mumbai + 119 more,19 years old,10000+ employees,"Banking / Insurance / Accounting, Financial Services, Mumbai","Kotak Life has bought back its stake from Old Mutual and is no longer in a joint venture, thus making us a 100% owned subsidiary of Kotak Mahindra Bank Ltd.

About Kotak Mahindra Life Insurance Company Ltd.
Kotak Mahindra Life Insurance Company Ltd (Formerly known as Kotak Mahindra Old Mutual Life Insurance Ltd.) is a 100% owned subsidiary of Kotak Mahindra Bank Ltd.
The company combines its international strengths and local advantages to offer its customers a wide range of innovative life insurance products thereby helping them take important financial decisions at every stage in life and stay financially independent. The company covers over 18 million lives and is one of the fastest growing insurance companies in India."
247,Thomson Reuters,4.2,(912),Private,Toronto + 15 more,12 years old,10000+ employees,"Computer Software, IT / ITES, MNC, Forbes Global 2000","Thomson Reuters is one of the world’s most trusted provider of answers, helping professionals make confident decisions and run better businesses. Our customers operate in complex arenas that move society forward — law, tax, compliance, government, and media – and face increasing complexity as regulation and technology disrupts every industry.

We help them reinvent the way they work. Our team of experts brings together information, innovation and authoritative insight to unravel complex situations, and our worldwide network of journalists and editors keep customers up to speed on global developments that are relevant to them."
248,Swiggy,4.0,(907),Private,Bangalore + 97 more,6 years old,10000+ employees,"Food Processing, Internet, Startup","Swiggy is a leading food ordering and delivery startup in India. The company started operations in 2014 and is headquartered in Bengaluru. Swiggy works by acting as a bridge between customers and restaurants. It utilizes an innovative technology platform that allows customers to order food from nearby restaurants and get it delivered at their doorstep. With Swiggy, customers do not have to keep the contact numbers of various restaurants and eateries in their locality. Swiggy works as a single point of contact for ordering food from all restaurants that may be there at a particular location. Swiggy has its own team of delivery professionals who pickup orders from restaurants and deliver it at the customer's doorstep. This has made the task of ordering food a lot easier for customers. Restaurants also gain by getting more orders and avoiding costs and efforts associated with maintaining their own delivery personnel."
249,Jet Airways,4.5,(902),Public,Mumbai + 41 more,27 years old,10000+ employees,"Airlines / Aviation / Aerospace, Public, Mumbai","Jet Airways is the home of India’s premier international airline. We’re proud to bring the people of India together every day through our widespread domestic network which covers metro cities, state capitals and emerging destinations. Internationally, we fly to key destinations in South East Asia, South Asia, Middle East, Europe and North America, covering 66 destinations across the country and beyond.  

Globally, our workforce stands 16000 employees tall, comprising of 36% women. We take pride in 12% of our pilots being women.
Awarded ""India's Best Airline""​ at TripAdvisor's Traveller's Choice® awards in 2017, the Jet Airways Group operates a fleet of 124 aircrafts comprising of Boeing 777-300ERs, the Airbus A330-200/300, Next-Generation Boeing 737s. the ATR 72-500/600s, and our most recent addition - India’s first Boeing 737 MAX.
 
Our major departments include Flight Operations, Engineering, Inflight Services, Corporate, and Ground Services. 
Connect with us here to share ideas and become a part of our #JoyOfFlying journey. Please feel free to share any opinion or suggestion that would help us serve you better."
250,MRF Tyres,3.8,(900),Public,Chennai + 120 more,74 years old,10000+ employees,"Manufacturing, Plastics / Rubber, MNC, Fortune500, Public, Chennai","The MRF story is a truly remarkable one. What started as a rubber balloon factory with a funding of Rs.14, 000 way back in the 40’s is now a multibillion legacy that produces quality tyres used all around India & internationally along with a presence in paints & coats, toys, motorsports and cricket training."
251,Hyatt Regency,4.5,(898),Private,Los Angeles + 29 more,53 years old,10000+ employees,"Travel & Tourism / Hospitality, MNC, Forbes Global 2000","In 1967, Hyatt Regency Atlanta opened its doors to American civil rights leaders who had been turned away elsewhere. They called it the ""Hotel of Hope."" Our mission of bringing people together and fostering connections continues today, at more than 175 Hyatt Regency hotels and resorts worldwide."
252,Randstad,4.0,(895),Private,Diemen + 113 more,60 years old,10000+ employees,Recruitment / Staffing,"We live in a post-digital age, an era of constant technological change, transforming rapidly the way we live, work and relate to each other. Technology has become an everyday component in our lives; it is the invisible engine that powers the world around us. In a 24/7 economy, clients have different needs. The way they work is changing and this also influences the skills and talent they need. New, digital HR solutions and tools are disrupting our market by drastically changing the way people connect to jobs and the role we play in this space. Clients and candidates expect to be served anywhere, anytime, and through any device, in a way we never imagined possible before, influencing the way we work.
Therefore, Randstad is investing heavily in new technologies, making a giant leap forward into the world of tech. We are acquiring external knowledge and expertise through acquisitions and the Randstad Innovation Fund, and innovating through our Digital Factory. It will enable us to shape our new role and ensure our leading position in an industry becoming predominantly digital and data driven.
Where others brace for disruption, we see underlying continuity. Our ongoing journey is not just about digital transformation. While innovative technology will be necessary for connecting clients and candidates in the future, improving our tools is not the end of the story. Offering a seamless digital experience is only the price of entry – what matters most and will have a greater impact than ever before is our unique added value: the human touch we bring to the table. In a fast changing digital world clients and candidates want a trusted human partner. It is here, at the intersection between technology and humanity, where we can distinguish ourselves from our competitors by delivering a true human experience."
253,Aakash Institute,3.5,(894),Public,New Delhi + 111 more,32 years old,5001-10000 employees,"Education / Training, e-Learning / EdTech, Public, New Delhi","Majority of students aspire to become ‘Doctor & Engineer’ but very few of them realize their aspirations because they lack proper guidance despite deserving to compete. In fact, if they are motivated and trained properly for the preparation of these competitive exams with an edge, they are bound to succeed. Aiming to help realize the dreams of thousands of such students, Aakash Institute was founded in the year 1988. It was started as a humble coaching institute with 12 students only, who trusted on our simple vision of enlightening the deserving minds. Gradually, with the consistent support of well-wishers and mentors, Aakash Institute has today become a rare phenomenon.  However, who made this grand accomplishment possible, is something very interesting to know? This is no one but an iron-willed visionary Mr. J C Chaudhry, who turned Aakash - an unparalleled brand on the landscape of Medical & Engineering Coaching in India. The three separate units of Aakash are Aakash Institute, Aakash IIT-JEE & Aakash Foundations. All the three divisions run under the aegis of Aakash Educational Services Pvt. Ltd (AESPL). And, these three divisions work as separate operating units in order to facilitate varied students coming from different shades."
254,Birla Sun Life Ins...,4.1,(893),Partnership,Mumbai + 199 more,20 years old,10000+ employees,"Financial Services, Mumbai","Aditya Birla Sun Life Insurance Company Limited (ABSLI), is a subsidiary of Aditya Birla Capital Ltd (ABCL). ABSLI was incorporated on August 4th, 2000 and commenced operations on January 17th, 2001. ABSLI is a 51:49 a joint venture between the Aditya Birla Group and Sun Life Financial Inc., a leading international financial services organization in Canada. 

Formerly known as Birla Sun Life Insurance Company Limited, ABSLI is one of India's leading life insurance companies offering a range of products across the customer's life cycle, including children future plans, wealth protection plans, retirement and pension solutions, health plans, traditional term plans and Unit Linked Insurance Plans (""ULIPs"").

As of 30 June 2019, total AUM of ABSLI stood at Rs. 410,110 million. ABSLI recorded a gross premium income of Rs. 12,607 million in Q1 FY 2019-20 and registering a y-o-y growth of 30% in Individual First Year Premium and currently ranked 7th in Individual Business (Individual FYP adjusted for 10% single premium) (Source: IRDAI reported Financials). ABSLI has a nation-wide distribution presence through 425 branches, 9 bancassurance partners, 6 distribution channels, over 85,000 direct selling agents, other Corporate Agents and Brokers and through its website. The company has over 10,000 employees and more than 16 lac active customers.

Aditya Birla Capital Limited (ABCL), is the financial services platform of the Aditya Birla Group. With a strong presence across the life insurance, asset management, private equity, corporate lending, structured finance, project finance, general insurance broking, wealth management, equity, currency and commodity broking, online personal finance management, housing finance, pension fund management and health insurance business, ABCL is committed to serving the end-to-end financial services needs of its retail and corporate customers. Anchored by more than 18,000 employees, ABCL has a nationwide reach and more than 2,00,000 agents / channel partners."
255,Voltas,4.2,(891),Public,Mumbai + 95 more,66 years old,10000+ employees,"Industrial Equipment / Machinery, Manufacturing, Electronics, MNC, Fortune500, Public, Mumbai","Voltas is the No. 1* Room Air Conditioner Brand in India. Apart from ACs, Voltas offers a wide range of cooling products including Air Coolers, Commercial Refrigeration, Water Coolers and Water Dispensers. Apart from being the leaders in consumer products, Voltas is also one of the world's premier engineering solutions providers and project specialists. We offer engineering solutions for a wide spectrum of industries such as heating, ventilation, air conditioning, refrigeration, electro-mechanical projects, water management, mining, construction & textile."
256,TVS Sundram Fasten...,4.0,(891),Public,Chennai + 23 more,54 years old,10000+ employees,"Engineering & Construction, Fortune500, Public, Chennai","Started in 1966, Sundaram Fasteners Limited has grown into a global leader, manufacturing critical, high precision components for the automotive, infrastructure, windmill and aviation sectors.

Sundram Fasteners Limited is a part of TVS Group of companies. Founded in 1911 by T.V. Sundaram Lyengar, TVS has grown rapidly, expanding its portfolio to become India's  largest automotive component manufacturer. The group has, over the years, diversified into many businesses, with total sales exceeding USD 8.5 billion."
257,Exide Life Insuran...,3.6,(889),Private,Bengaluru + 154 more,19 years old,10000+ employees,"Banking / Insurance / Accounting, Financial Services, Bengaluru","Exide Life Insurance Company Limited, an established and profitable life insurance company, commenced operations in 2001-02 and is head quartered in Bengaluru. The company is 100% owned by Exide Industries Limited. The company serves over 15 lakh customers and manages assets of over INR 11000 Crores. During the financial year 2016-17, the company achieved Total Premium Income of over INR 2,400 crores and delivered INR 112 crores in Profits (PBT).  Exide Life Insurance distributes its products through multi-channels viz. Agency, Banc assurance, Corporate Agency & Broking as well as Direct Channels. The Agency channel comprises of 50,000+ advisors who are attached to over 200 company offices across the country.  The company also offers group life insurance solutions. The company is focused on providing long term protection and savings solution plans and has a strong traditional product portfolio with a consistent bonus track record. The company has ISO 9001:2008 quality certification for all Customer Service processes and the ISO/IEC 27001:2013 for information security management."
258,Raymond,4.2,(888),Public,Mumbai + 81 more,95 years old,10000+ employees,"Manufacturing, Retail, Textile & Apparel, Engineering & Construction, MNC, Conglomerate, Fortune500, Public, Mumbai","Incepted in 1925, Raymond has been synonymous with Trust, Quality and Excellence.

Raymond is a diversified group with majority business interests in Textile & Apparel sectors as well as presence across diverse segments such as FMCG, Engineering and Prophylactics in national and international markets. Having enjoyed the patronage of over a billion consumers, Raymond as a brand has been consistently delivering world class quality products to its consumers since the past nine decades.

Having established its dominance in the Textiles, Raymond is also an aggressive player in the ready to wear apparel segment with reputed brands such as Park Avenue, Raymond Ready To Wear ColorPlus & Parx that are a part of its product portfolio. Having pioneered the innovative concept of customised clothing, ‘Raymond Made To Measure’ offers luxurious service allows discerning customers to personalize their ensemble bringing together their own personal taste."
259,Rane TRW Steering ...,4.1,(887),Private,Chennai + 40 more,33 years old,5001-10000 employees,"Industrial Equipment / Machinery, Manufacturing, Chennai","-Incepted in 1987 to manufacture Steering Systems

-Independent and comprehensive units to design, test and manufacture complete rang of power steering solutions and seat belt systems

-Occupant safety Division serves Passenger Car, Utility Vehicle & Commercial 
Vehicle segments

-Seat Belt manufacturing facility added in 1997

-Established dominant share of business in both Commercial Vehicle steering and Passenger Car steering industry

-Both divisions have joint venture partnership with TRW Automotive JV LLC, USA

-Preferred OE partner to Indian OE majors in Passenger Car, Multi Utility Vehicle, 
Light Commercial Vehicle, Medium and Heavy Commercial Vehicle categories."
260,BigBasket,4.1,(886),Private,Bangalore + 35 more,9 years old,5001-10000 employees,"Internet, Retail, Startup","Big Basket is India’s largest online food and grocery store, with over 10,000 products and over 1000 brands. Big Basket sells products in categories such as fresh fruits and vegetables, grocery and staples, meats, personal care, and home and kitchen products. BigBasket operates in six cities including Bangalore, Mumbai, Hyderabad,Pune, Chennai and Delhi-NCR. In may 2015 BigBasket has received funding of Rs 200 crore in a round led by venture capital firms Helion and Zodius Fund II with Avendus. Existing investors Ascent Capital and LionRock Capital also participated in the round which saw the valuation of the two-year-old startup cross $100 million (Rs 600 crore)."
261,Karvy Fintech,3.6,(886),,Hyderabad + 63 more,42 years old,5001-10000 employees,Engineering & Construction,"KFintech is the largest registrar and a market leader, servicing over 90 million investor accounts spread over 1300 issuers including banks, PSUs and mutual funds. With a workforce of around 5,500+ experienced professionals drawn from various disciplines, and 220 branches Pan India, KFintech has emerged as a market leader in Investor Servicing."
262,I Process Services,3.8,(884),Private,New Delhi + 132 more,15 years old,10000+ employees,"Computer Software, Recruitment / Staffing, New Delhi","i-Process Services (India) Pvt. Ltd. is a  captive outsourcing setup providing manpower and training support to ICICI Bank Ltd. We specilize in all aspects of employee life cycle management starting with recruitment, compensation & benefit, training, payroll, performance management, compliance, attrition management and exit."
263,Blue Star,4.2,(882),Public,Mumbai + 78 more,77 years old,10000+ employees,"Consumer goods, Manufacturing, Electronics, Fortune500, Public, Mumbai","Blue Star is India's leading air conditioning and commercial refrigeration company, with an annual revenue of over ₹5200 crores (over US$ 750 million), a network of 32 offices, 5 modern manufacturing facilities, 2800 employees, and 2900 channel partners. The Company has 5000 stores for room ACs, packaged air conditioners, chillers, cold rooms as well as refrigeration products and systems, along with 765 service associates reaching out to customers in over 800 towns. Blue Star's integrated business model of a manufacturer, contractor and after-sales service provider enables it to offer an end-to-end solution to its customers, which has proved to be a significant differentiator in the market place. In fact, every third commercial building in India has a Blue Star product installed.
The Company fulfills the cooling requirements of a large number of corporate, commercial as well as residential customers. Blue Star has also forayed into the residential water purifiers business with a stylish and differentiated range including India’s first RO+UV Hot & Cold water purifier; as well as the air purifiers and air coolers businesses. The Company also offers expertise in allied contracting activities such as electrical, plumbing, fire-fighting and industrial projects, in order to offer turnkey solutions, apart from execution of specialised industrial projects."
264,Wockhardt,4.2,(882),Public,Mumbai + 59 more,21 years old,5001-10000 employees,"Healthcare / Pharma, Fortune500, Public, Mumbai","Wockhardt is a global pharmaceutical and biotechnology organisation, providing affordable, high-quality medicines for a healthier world. It is India’s leading research-based global healthcare enterprise with relevance in the fields of Pharmaceuticals, Biotechnology and a chain of advanced Super Speciality Hospitals.

Wockhardt is a true Indian Multi-National Company with a multi-ethnic workforce of 8600 Wockhardt Associates from 21 different nationalities globally. It has 3 research centres and 12 manufacturing plants, with businesses ranging from the manufacture and marketing of Pharmaceutical and Bio-pharmaceutical formulations, Active Pharmaceutical Ingredients (APIs) and Vaccines."
265,vodafone idea,4.1,(882),Public,Mumbai + 138 more,2 years old,10000+ employees,"Telecom / ISP, Forbes Global 2000, Public, Mumbai","Vodafone Idea Limited is an Aditya Birla Group and Vodafone Group partnership. It is India’s leading telecom service provider. The Company provides pan India Voice and Data services across 2G, 3G and 4G platform. With the large spectrum portfolio to support the growing demand for data and voice, the company is committed to deliver delightful customer experiences and contribute towards creating a truly ‘Digital India’ by enabling millions of citizens to connect and build a better tomorrow. The Company is developing infrastructure to introduce newer and smarter technologies, making both retail and enterprise customers future ready with innovative offerings, conveniently accessible through an ecosystem of digital channels as well as extensive on-ground presence. The Company is listed on National Stock Exchange (NSE) and Bombay Stock Exchange (BSE) in India."
266,Tata AIA Life Insu...,4.0,(879),Private,Mumbai + 135 more,19 years old,10000+ employees,"Financial Services, Mumbai","Tata AIA Life Insurance Company Limited (Tata AIA Life) is a joint venture company, formed by Tata Sons Ltd. and AIA Group Ltd. (AIA). Tata AIA Life combines Tata’s pre-eminent leadership position in India and AIA’s presence as the largest, independent listed pan-Asian life insurance group in the world spanning 18 markets in the Asia Pacific region. Tata AIA Life has written retail new business weighted premium of Rs. 2,232 crore for the financial year 2018-19. For the same period, the 13th month persistency of the company was at 83.3% and, the individual death claims settlement ratio was 99.07%.One of the fastest growing companies in the Life Insurance sector, Tata AIA Life is now ranked at no. 5, based on individual weighted new business premium."
267,Yamaha Motor,4.0,(877),Private,Iwata + 78 more,65 years old,10000+ employees,"Automobile, Industrial Equipment / Machinery, Manufacturing, MNC, Forbes Global 2000","For over 50 years, Yamaha Motor group has endeavored to create diverse value through products and services since its founding.

We have worked based on three ideas which constitute our “Corporate Philosophy”. One is our “Corporate Mission”, that is our core identity, values, purpose and visionary goals. The second is “Management Principles” - the guiding management principles for achieving our corporate mission. The third is “Action Guidelines”, the guidelines each individual should follow to realize our corporate mission.

Being the “Kando* creating company” is our goal to “offer new excitement and a more fulfilling life for people all over the world”. We strive to use our ingenuity and passion to realize peoples' dreams and always be the ones they look up to for “the next Kando*.”"
268,Karvy Data Managem...,3.6,(876),Private,Hyderabad + 68 more,12 years old,1001-5000 employees,"BPO/KPO, IT / ITES","Karvy Data Management Services Ltd. (KDMSL) is emerging as a leading provider of business and knowledge process services to clients. Our prime focus is to deliver business services to our clients, through an innovative framework that improves service delivery along the value chain. Karvy’s reach spreads across the length and breadth of the country. Using this reach and the certifications of CMMi Level 3, ISO 9001:2008 and ISO 27001:2013 compliant service delivery mechanism, we deliver services that result in customer success stories. A collaborative approach with our clients, helps us achieve this. Our capabilities in large-scale process management services across industry verticals are making us a partner of choice for leading organizations in the country.

KDMSL aims to achieve the leadership position by tapping the Indian retail sector boom, through a combination of our extensive branch network and a strong IT backbone. KDMSL is run as an independent outfit by seasoned professionals, whose expertise of decades in the industry goes a long way in delivering the aforementioned results."
